FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
970703;0000;156,875;;;
970704;0000;240,208;;;
970705;0000;148;;;
970706;0000;121,5;;;
970707;0000;141,708;;;
970708;0000;182,875;;;
970709;0000;144,625;;;
970710;0000;200,875;;;
970711;0000;142;;;
970712;0000;47,75;;;
970713;0000;127,292;;;
970714;0000;210,708;;;
970715;0000;147,542;;;
970716;0000;;;;
970717;0000;287,042;;;
970718;0000;248,208;;;
970719;0000;240,167;;;
970720;0000;149,125;;;
970721;0000;236,722;;;
970722;0000;323,863;;;
970723;0000;287,636;;;
970724;0000;274,75;;;
970725;0000;319,417;;;
970726;0000;294,417;;;
970727;0000;117,833;;;
970728;0000;46,7916;;;
970729;0000;61,3333;;;
970730;0000;14,5;;;
970731;0000;35,625;;;
970801;0000;70,3333;;;
970802;0000;88,4583;;;
970803;0000;72,5833;;;
970804;0000;228,792;;;
970805;0000;262,125;;;
970806;0000;196,75;;;
970807;0000;233,375;;;
970808;0000;208,5;;;
970809;0000;190,583;;;
970810;0000;181,042;;;
970811;0000;196,25;;;
970812;0000;147,792;;;
970813;0000;82,1666;;;
970814;0000;110;;;
970815;0000;78,875;;;
970816;0000;14;;;
970817;0000;11,6667;;;
970818;0000;17,7917;;;
970819;0000;88,3333;;;
970820;0000;101,792;;;
970821;0000;128,958;;;
970822;0000;148,792;;;
970823;0000;148,954;;;
970824;0000;130,875;;;
970825;0000;185,458;;;
970826;0000;212,409;;;
970827;0000;190,167;;;
970828;0000;182,083;;;
970829;0000;132,5;;;
970830;0000;57,3333;;;
970831;0000;43,1666;;;
970901;0000;72,375;;;
970902;0000;99,0833;;;
970903;0000;24,8333;;;
970904;0000;40,0416;;;
970905;0000;105,042;;;
970906;0000;53,25;;;
970907;0000;9,75;;;
970908;0000;43,2083;;;
970909;0000;41,2916;;;
970910;0000;85,375;;;
970911;0000;39,5714;;;
970912;0000;48,5714;;;
970913;0000;;;;
970914;0000;;;;
970915;0000;210,792;;;
970916;0000;211,833;;;
970917;0000;140,625;;;
970918;0000;64,25;;;
970919;0000;24,6667;;;
970920;0000;49,125;;;
970921;0000;44,1666;;;
970922;0000;31,375;;;
970923;0000;45,4166;;;
970924;0000;64,7083;;;
970925;0000;113,25;;;
970926;0000;128,739;;;
970927;0000;22,125;;;
970928;0000;54,6666;;;
970929;0000;67,875;;;
970930;0000;54,8333;;;
971001;0000;74,3333;;;
971002;0000;34,125;;;
971003;0000;32,2083;;;
971004;0000;18,375;;;
971005;0000;29,0417;;;
971006;0000;72,5416;;;
971007;0000;98,125;;;
971008;0000;82,9583;;;
971009;0000;57,625;;;
971010;0000;57,5833;;;
971011;0000;65,625;;;
971012;0000;50,375;;;
971013;0000;33,0435;;;
971014;0000;31,75;;;
971015;0000;48,2083;;;
971016;0000;55,375;;;
971017;0000;63,9166;;;
971018;0000;50,5;;;
971019;0000;38,3333;;;
971020;0000;67,8333;;;
971021;0000;77,75;;;
971022;0000;69,25;;;
971023;0000;82,5416;;;
971024;0000;73,75;;;
971025;0000;60,9583;;;
971026;0000;26,8333;;;
971027;0000;48,625;;;
971028;0000;47,125;;;
971029;0000;49,5416;;;
971030;0000;49,75;;;
971031;0000;90,6818;;;
971101;0000;78,4583;;;
971102;0000;43,875;;;
971103;0000;72,0416;;;
971104;0000;60,4583;;;
971105;0000;85,25;;;
971106;0000;144,125;;;
971107;0000;88,125;;;
971108;0000;79,8333;;;
971109;0000;69,375;;;
971110;0000;42,3333;;;
971111;0000;62,7916;;;
971112;0000;28,75;;;
971113;0000;56,9583;;;
971114;0000;65,4583;;;
971115;0000;58,1666;;;
971116;0000;40,7083;;;
971117;0000;64,125;;;
971118;0000;85,6666;;;
971119;0000;77,0833;;;
971120;0000;77;;;
971121;0000;91,6666;;;
971122;0000;71,4166;;;
971123;0000;58,9583;;;
971124;0000;76,0416;;;
971125;0000;58,75;;;
971126;0000;82,125;;;
971127;0000;91,7916;;;
971128;0000;120,875;;;
971129;0000;67,0416;;;
971130;0000;52,25;;;
971201;0000;72,6666;;;
971202;0000;71,3333;;;
971203;0000;92,375;;;
971204;0000;96,875;;;
971205;0000;101,792;;;
971206;0000;86,25;;;
971207;0000;81,9583;;;
971208;0000;89,9166;;;
971209;0000;81,75;;;
971210;0000;80,2916;;;
971211;0000;54,4583;;;
971212;0000;43,75;;;
971213;0000;84,5833;;;
971214;0000;81,375;;;
971215;0000;79,0833;;;
971216;0000;60,5833;;;
971217;0000;58,625;;;
971218;0000;58,8333;;;
971219;0000;71,8333;;;
971220;0000;59,5416;;;
971221;0000;38,2916;;;
971222;0000;65,9583;;;
971223;0000;80,9166;;;
971224;0000;87;;;
971225;0000;81,25;;;
971226;0000;29,625;;;
971227;0000;58,5416;;;
971228;0000;64,75;;;
971229;0000;75,125;;;
971230;0000;103,083;;;
971231;0000;46,7916;;;
980101;0000;64,5416;;;
980102;0000;62;;;
980103;0000;88,0416;;;
980104;0000;75,75;;;
980105;0000;79,375;;;
980106;0000;102,583;;;
980107;0000;121,458;;;
980108;0000;110,875;;;
980109;0000;84,5833;;;
980110;0000;76,5833;;;
980111;0000;87,0833;;;
980112;0000;107,833;;;
980113;0000;105,083;;;
980114;0000;92,375;;;
980115;0000;74,875;;;
980116;0000;105,167;;;
980117;0000;108;;;
980118;0000;100,25;;;
980119;0000;70,1666;;;
980120;0000;58,375;;;
980121;0000;61,8333;;;
980122;0000;91,75;;;
980123;0000;108,917;;;
980124;0000;91,5833;;;
980125;0000;73,9583;;;
980126;0000;61,4166;;;
980127;0000;48,25;;;
980128;0000;89,4285;;;
980129;0000;111,458;;;
980130;0000;104,542;;;
980131;0000;120,792;;;
980201;0000;67;;;
980202;0000;71,9166;;;
980203;0000;79,4166;;;
980204;0000;78,375;;;
980205;0000;89,625;;;
980206;0000;92,4583;;;
980207;0000;96,9583;;;
980208;0000;80,4166;;;
980209;0000;123,13;;;
980210;0000;114,25;;;
980211;0000;114,625;;;
980212;0000;112,958;;;
980213;0000;85,0435;;;
980214;0000;114,917;;;
980215;0000;68,1666;;;
980216;0000;44,75;;;
980217;0000;57,5833;;;
980218;0000;82;;;
980219;0000;63,125;;;
980220;0000;82,7083;;;
980221;0000;61,2916;;;
980222;0000;45,75;;;
980223;0000;52,6666;;;
980224;0000;56,4166;;;
980225;0000;91,7083;;;
980226;0000;136,261;;;
980227;0000;109,708;;;
980228;0000;113,208;;;
980301;0000;64;;;
980302;0000;62,7083;;;
980303;0000;77,8333;;;
980304;0000;51,6666;;;
980305;0000;70,4583;;;
980306;0000;75,5416;;;
980307;0000;105,75;;;
980308;0000;110,125;;;
980309;0000;133,583;;;
980310;0000;180,625;;;
980311;0000;124,818;;;
980312;0000;95,5;;;
980313;0000;120,958;;;
980314;0000;90,7916;;;
980315;0000;82,7916;;;
980316;0000;76,0416;;;
980317;0000;75,125;;;
980318;0000;98,0833;;;
980319;0000;145,083;;;
980320;0000;131,375;;;
980321;0000;104,435;;;
980322;0000;107,5;;;
980323;0000;152,042;;;
980324;0000;174;;;
980325;0000;177,917;;;
980326;0000;79,4583;;;
980327;0000;85,2916;;;
980328;0000;119,208;;;
980329;0000;134,167;;;
980330;0000;144,208;;;
980331;0000;106,125;;;
980401;0000;182,042;;;
980402;0000;168,042;;;
980403;0000;78,7916;;;
980404;0000;49,875;;;
980405;0000;59,7916;;;
980406;0000;87,7083;;;
980407;0000;194,375;;;
980408;0000;176,125;;;
980409;0000;69,25;;;
980410;0000;18,9167;;;
980411;0000;22,1667;;;
980412;0000;29,25;;;
980413;0000;41,3333;;;
980414;0000;47,875;;;
980415;0000;68,75;;;
980416;0000;148,083;;;
980417;0000;176,292;;;
980418;0000;172,875;;;
980419;0000;152,292;;;
980420;0000;145,5;;;
980421;0000;87,619;;;
980422;0000;78,2083;;;
980423;0000;115,875;;;
980424;0000;133,125;;;
980425;0000;92,75;;;
980426;0000;31,3333;;;
980427;0000;55,0869;;;
980428;0000;135,167;;;
980429;0000;237;;;
980430;0000;126,375;;;
980501;0000;;;;
980502;0000;;;;
980503;0000;94,1666;;;
980504;0000;122,042;;;
980505;0000;183,125;;;
980506;0000;211,208;;;
980507;0000;137,583;;;
980508;0000;179,833;;;
980509;0000;105,875;;;
980510;0000;56;;;
980511;0000;57,5;;;
980512;0000;64,7083;;;
980513;0000;64;;;
980514;0000;124,125;;;
980515;0000;170,348;;;
980516;0000;175,833;;;
980517;0000;164,5;;;
980518;0000;149,042;;;
980519;0000;;;;
980520;0000;;;;
980521;0000;;;;
980522;0000;192,091;;;
980523;0000;87,6666;;;
980524;0000;56,5833;;;
980525;0000;81,875;;;
980526;0000;146,917;;;
980527;0000;129,708;;;
980528;0000;85,0416;;;
980529;0000;87,7083;;;
980530;0000;137,75;;;
980531;0000;84,6666;;;
980601;0000;184,667;;;
980602;0000;215,75;;;
980603;0000;128,792;;;
980604;0000;130,833;;;
980605;0000;77,4583;;;
980606;0000;70,875;;;
980607;0000;;;;
980608;0000;;;;
980609;0000;79,5416;;;
980610;0000;71,75;;;
980611;0000;107,25;;;
980612;0000;143,333;;;
980613;0000;137,792;;;
980614;0000;52,1666;;;
980615;0000;56,375;;;
980616;0000;92,375;;;
980617;0000;79,625;;;
980618;0000;115,833;;;
980619;0000;49,25;;;
980620;0000;113,625;;;
980621;0000;136,708;;;
980622;0000;114,917;;;
980623;0000;171,667;;;
980624;0000;184,292;;;
980625;0000;151,458;;;
980626;0000;168,083;;;
980627;0000;231,542;;;
980628;0000;81,75;;;
980629;0000;105,958;;;
980630;0000;117,5;;;
980701;0000;120,958;;;
980702;0000;148,458;;;
980703;0000;175,583;;;
980704;0000;131,25;;;
980705;0000;93,2916;;;
980706;0000;81,2083;;;
980707;0000;69,1666;;;
980708;0000;150,667;;;
980709;0000;171,833;;;
980710;0000;140,583;;;
980711;0000;151,208;;;
980712;0000;87,6666;;;
980713;0000;98,4583;;;
980714;0000;116,208;;;
980715;0000;178,25;;;
980716;0000;97,375;;;
980717;0000;120,261;;;
980718;0000;180,333;;;
980719;0000;94,5416;;;
980720;0000;109,458;;;
980721;0000;94;;;
980722;0000;95,9166;;;
980723;0000;96,6666;;;
980724;0000;114,125;;;
980725;0000;112,583;;;
980726;0000;131,792;;;
980727;0000;190,333;;;
980728;0000;186,708;;;
980729;0000;130;;;
980730;0000;68,9166;;;
980731;0000;185,25;;;
980801;0000;182,5;;;
980802;0000;164,958;;;
980803;0000;89,4166;;;
980804;0000;145;;;
980805;0000;148,417;;;
980806;0000;120,875;;;
980807;0000;63,0833;;;
980808;0000;69;;;
980809;0000;60,7083;;;
980810;0000;60,9583;;;
980811;0000;102,042;;;
980812;0000;119,708;;;
980813;0000;102,833;;;
980814;0000;109,375;;;
980815;0000;161,333;;;
980816;0000;139,083;;;
980817;0000;95,3333;;;
980818;0000;86,5833;;;
980819;0000;73,6666;;;
980820;0000;97,5416;;;
980821;0000;125,708;;;
980822;0000;103,75;;;
980823;0000;66,7083;;;
980824;0000;46,4166;;;
980825;0000;86,125;;;
980826;0000;137,5;;;
980827;0000;106,875;;;
980828;0000;118,75;;;
980829;0000;181,125;;;
980830;0000;127,917;;;
980831;0000;81,2916;;;
980901;0000;63,875;;;
980902;0000;52,9166;;;
980903;0000;79,75;;;
980904;0000;83,6666;;;
980905;0000;105,125;;;
980906;0000;43,5416;;;
980907;0000;60,25;;;
980908;0000;102,792;;;
980909;0000;151,375;;;
980910;0000;71,4166;;;
980911;0000;39,9047;;;
980912;0000;;;;
980913;0000;75,0833;;;
980914;0000;85,0833;;;
980915;0000;124,958;;;
980916;0000;72,9583;;;
980917;0000;45,5;;;
980918;0000;78,3333;;;
980919;0000;68,25;;;
980920;0000;86,1666;;;
980921;0000;91,125;;;
980922;0000;85,7083;;;
980923;0000;49,0416;;;
980924;0000;64,4166;;;
980925;0000;59,2083;;;
980926;0000;40,375;;;
980927;0000;64,5833;;;
980928;0000;58,375;;;
980929;0000;83,9166;;;
980930;0000;69,3333;;;
981001;0000;81,5416;;;
981002;0000;87,4166;;;
981003;0000;47,75;;;
981004;0000;40,625;;;
981005;0000;75;;;
981006;0000;78,5833;;;
981007;0000;90,2083;;;
981008;0000;110,625;;;
981009;0000;71,2916;;;
981010;0000;53,0833;;;
981011;0000;58,125;;;
981012;0000;52,75;;;
981013;0000;67,5416;;;
981014;0000;78,25;;;
981015;0000;107,333;;;
981016;0000;72,9583;;;
981017;0000;79,4583;;;
981018;0000;104,667;;;
981019;0000;71,8333;;;
981020;0000;82,8333;;;
981021;0000;118;;;
981022;0000;48,9583;;;
981023;0000;77,4166;;;
981024;0000;53,2916;;;
981025;0000;58,5652;;;
981026;0000;73,4166;;;
981027;0000;67,5416;;;
981028;0000;88,7083;;;
981029;0000;115,25;;;
981030;0000;92,5833;;;
981031;0000;84,0416;;;
981101;0000;65,8333;;;
981102;0000;64,3333;;;
981103;0000;67,5;;;
981104;0000;74,6956;;;
981105;0000;75,0416;;;
981106;0000;58,8333;;;
981107;0000;51,0416;;;
981108;0000;39,5416;;;
981109;0000;59,8947;;;
981110;0000;60,9583;;;
981111;0000;59,0833;;;
981112;0000;83,1;;;
981113;0000;68,9047;;;
981114;0000;74,5416;;;
981115;0000;58,4166;;;
981116;0000;52,65;;;
981117;0000;136,5;;;
981118;0000;112,35;;;
981119;0000;87,2;;;
981120;0000;166,85;;;
981121;0000;68,8999;;;
981122;0000;91,1364;;;
981123;0000;92,2999;;;
981124;0000;55,6956;;;
981125;0000;92,4583;;;
981126;0000;104,333;;;
981127;0000;90,0416;;;
981128;0000;55,0833;;;
981129;0000;71,0454;;;
981130;0000;123,591;;;
981201;0000;56,125;;;
981202;0000;79,4166;;;
981203;0000;81,2083;;;
981204;0000;77,7916;;;
981205;0000;107,958;;;
981206;0000;86,125;;;
981207;0000;85,7916;;;
981208;0000;49,9583;;;
981209;0000;73,4166;;;
981210;0000;87,125;;;
981211;0000;79,9583;;;
981212;0000;46,6666;;;
981213;0000;42,7916;;;
981214;0000;73,7916;;;
981215;0000;85,375;;;
981216;0000;54,7391;;;
981217;0000;77,5833;;;
981218;0000;72,9166;;;
981219;0000;68,0833;;;
981220;0000;48,4166;;;
981221;0000;57,5833;;;
981222;0000;100,708;;;
981223;0000;92,3333;;;
981224;0000;80,4166;;;
981225;0000;67,75;;;
981226;0000;60,875;;;
981227;0000;76;;;
981228;0000;50,3333;;;
981229;0000;65,25;;;
981230;0000;103,417;;;
981231;0000;61,0416;;;
990101;0000;74,375;;;
990102;0000;63;;;
990103;0000;50,5833;;;
990104;0000;51,125;;;
990105;0000;63,5454;;;
990106;0000;79,8333;;;
990107;0000;82,625;;;
990108;0000;56,6666;;;
990109;0000;80,1666;;;
990110;0000;75,625;;;
990111;0000;63,2083;;;
990112;0000;63,3333;;;
990113;0000;81,5833;;;
990114;0000;90,75;;;
990115;0000;43,9091;;;
990116;0000;27,125;;;
990117;0000;29,25;;;
990118;0000;60,0833;;;
990119;0000;68,375;;;
990120;0000;43,1666;;;
990121;0000;66,625;;;
990122;0000;81,0833;;;
990123;0000;48,125;;;
990124;0000;47,2083;;;
990125;0000;101,5;;;
990126;0000;68,4166;;;
990127;0000;74,6666;;;
990128;0000;96,7916;;;
990129;0000;69,2916;;;
990130;0000;55,5833;;;
990131;0000;59,1666;;;
990201;0000;52,5416;;;
990202;0000;79,8333;;;
990203;0000;68,2083;;;
990204;0000;71,0833;;;
990205;0000;83,375;;;
990206;0000;53,875;;;
990207;0000;57,9166;;;
990208;0000;100,042;;;
990209;0000;103,625;;;
990210;0000;113,583;;;
990211;0000;86,9166;;;
990212;0000;52,3333;;;
990213;0000;60,9583;;;
990214;0000;65,5;;;
990215;0000;74,4583;;;
990216;0000;78,6666;;;
990217;0000;87,8333;;;
990218;0000;82,0833;;;
990219;0000;60,5416;;;
990220;0000;56,3182;;;
990221;0000;46,0833;;;
990222;0000;79,7083;;;
990223;0000;84,5;;;
990224;0000;79,3333;;;
990225;0000;46,1666;;;
990226;0000;79,5833;;;
990227;0000;47,6666;;;
990228;0000;35,125;;;
990301;0000;23,2917;;;
990302;0000;56,4166;;;
990303;0000;70,625;;;
990304;0000;57,4166;;;
990305;0000;62,75;;;
990306;0000;77;;;
990307;0000;24,4583;;;
990308;0000;48,2083;;;
990309;0000;76,75;;;
990310;0000;86,1666;;;
990311;0000;103,667;;;
990312;0000;61,5833;;;
990313;0000;50,125;;;
990314;0000;31,0833;;;
990315;0000;30,7083;;;
990316;0000;58,0833;;;
990317;0000;77,3333;;;
990318;0000;85,1666;;;
990319;0000;81,7916;;;
990320;0000;106,917;;;
990321;0000;82,8333;;;
990322;0000;90,5;;;
990323;0000;84,5;;;
990324;0000;88,125;;;
990325;0000;97,4583;;;
990326;0000;89,9583;;;
990327;0000;33,6666;;;
990328;0000;54,4166;;;
990329;0000;78,875;;;
990330;0000;89,7083;;;
990331;0000;100,292;;;
990401;0000;100,417;;;
990402;0000;34,9583;;;
990403;0000;32,5833;;;
990404;0000;37,8333;;;
990405;0000;74,1666;;;
990406;0000;83,6521;;;
990407;0000;107,348;;;
990408;0000;91,9091;;;
990409;0000;58,7083;;;
990410;0000;92,8333;;;
990411;0000;95,25;;;
990412;0000;90,0908;;;
990413;0000;85,5416;;;
990414;0000;52,7916;;;
990415;0000;56,3333;;;
990416;0000;167,583;;;
990417;0000;128,125;;;
990418;0000;66,7083;;;
990419;0000;84,0416;;;
990420;0000;90,5;;;
990421;0000;134,417;;;
990422;0000;172,875;;;
990423;0000;245,042;;;
990424;0000;61,0416;;;
990425;0000;32,5416;;;
990426;0000;56,0833;;;
990427;0000;91,2083;;;
990428;0000;104,333;;;
990429;0000;93,4583;;;
990430;0000;103,75;;;
990501;0000;80,9583;;;
990502;0000;62,375;;;
990503;0000;47,6364;;;
990504;0000;42,0416;;;
990505;0000;74,1666;;;
990506;0000;113,917;;;
990507;0000;139,792;;;
990508;0000;76,875;;;
990509;0000;106,458;;;
990510;0000;123,917;;;
990511;0000;171,667;;;
990512;0000;145,542;;;
990513;0000;76,7272;;;
990514;0000;159;;;
990515;0000;131,667;;;
990516;0000;68,125;;;
990517;0000;150,917;;;
990518;0000;174,875;;;
990519;0000;123,583;;;
990520;0000;120,25;;;
990521;0000;140,917;;;
990522;0000;163,333;;;
990523;0000;141,083;;;
990524;0000;101,792;;;
990525;0000;139,375;;;
990526;0000;164,875;;;
990527;0000;62,5;;;
990528;0000;49,0416;;;
990529;0000;134,292;;;
990530;0000;120,905;;;
990531;0000;88,5416;;;
990601;0000;50,3333;;;
990602;0000;130,667;;;
990603;0000;178,5;;;
990604;0000;162;;;
990605;0000;101,583;;;
990606;0000;126,75;;;
990607;0000;49,375;;;
990608;0000;68,1364;;;
990609;0000;144,25;;;
990610;0000;189,917;;;
990611;0000;193,292;;;
990612;0000;136,458;;;
990613;0000;143,583;;;
990614;0000;69,9583;;;
990615;0000;113,083;;;
990616;0000;89,5416;;;
990617;0000;77,5833;;;
990618;0000;133,333;;;
990619;0000;157,083;;;
990620;0000;134,625;;;
990621;0000;60,1666;;;
990622;0000;69,75;;;
990623;0000;67,625;;;
990624;0000;132,042;;;
990625;0000;124,583;;;
990626;0000;75,9166;;;
990627;0000;127,375;;;
990628;0000;41,1666;;;
990629;0000;47,4166;;;
990630;0000;45,1666;;;
990701;0000;26,9583;;;
990702;0000;45,7916;;;
990703;0000;82,25;;;
990704;0000;112,917;;;
990705;0000;157,292;;;
990706;0000;135,083;;;
990707;0000;134,083;;;
990708;0000;121,708;;;
990709;0000;105,083;;;
990710;0000;93,4583;;;
990711;0000;36,0416;;;
990712;0000;38,125;;;
990713;0000;85,0869;;;
990714;0000;91,8094;;;
990715;0000;109,875;;;
990716;0000;161,125;;;
990717;0000;110,25;;;
990718;0000;57,9166;;;
990719;0000;79,9583;;;
990720;0000;102,833;;;
990721;0000;123,583;;;
990722;0000;129,167;;;
990723;0000;153,458;;;
990724;0000;173,208;;;
990725;0000;110;;;
990726;0000;129,125;;;
990727;0000;130,167;;;
990728;0000;44,2916;;;
990729;0000;26,1739;;;
990730;0000;175,292;;;
990731;0000;134,875;;;
990801;0000;98,8333;;;
990802;0000;70,75;;;
990803;0000;51,875;;;
990804;0000;83,6666;;;
990805;0000;83,125;;;
990806;0000;47,6666;;;
990807;0000;123,75;;;
990808;0000;123,417;;;
990809;0000;137,792;;;
990810;0000;90,4583;;;
990811;0000;58,75;;;
990812;0000;51,0833;;;
990813;0000;100,417;;;
990814;0000;128,25;;;
990815;0000;68,2083;;;
990816;0000;69,0416;;;
990817;0000;115,042;;;
990818;0000;104,375;;;
990819;0000;42,7083;;;
990820;0000;64,625;;;
990821;0000;43,5416;;;
990822;0000;59,0416;;;
990823;0000;15,2727;;;
990824;0000;70,2916;;;
990825;0000;150,409;;;
990826;0000;119,333;;;
990827;0000;38,2083;;;
990828;0000;138,75;;;
990829;0000;82,6666;;;
990830;0000;15,9167;;;
990831;0000;39,0416;;;
990901;0000;71,5416;;;
990902;0000;117,458;;;
990903;0000;92,0833;;;
990904;0000;45,9166;;;
990905;0000;21,75;;;
990906;0000;12,1667;;;
990907;0000;13,5833;;;
990908;0000;24,625;;;
990909;0000;77,125;;;
990910;0000;136,391;;;
990911;0000;85,8181;;;
990912;0000;28,8889;;;
990913;0000;42,1111;;;
990914;0000;93,6666;;;
990915;0000;103,625;;;
990916;0000;80,4166;;;
990917;0000;84,5;;;
990918;0000;77,5416;;;
990919;0000;76;;;
990920;0000;78,8333;;;
990921;0000;57,0833;;;
990922;0000;46,3333;;;
990923;0000;46,7083;;;
990924;0000;47,5833;;;
990925;0000;37,2083;;;
990926;0000;34,1666;;;
990927;0000;33,9583;;;
990928;0000;58,2916;;;
990929;0000;100,5;;;
990930;0000;;;;
991001;0000;46,3333;;;
991002;0000;66,3333;;;
991003;0000;68,8333;;;
991004;0000;29,0417;;;
991005;0000;27,5;;;
991006;0000;50,375;;;
991007;0000;73,5652;;;
991008;0000;90,125;;;
991009;0000;46,125;;;
991010;0000;32,9166;;;
991011;0000;34,3333;;;
991012;0000;37,5416;;;
991013;0000;60,5833;;;
991014;0000;44,8333;;;
991015;0000;49,8333;;;
991016;0000;62,6666;;;
991017;0000;55,0416;;;
991018;0000;71,3333;;;
991019;0000;52,8333;;;
991020;0000;77,5416;;;
991021;0000;97,1666;;;
991022;0000;50,0833;;;
991023;0000;51,625;;;
991024;0000;68;;;
991025;0000;50,2083;;;
991026;0000;28,75;;;
991027;0000;46,0833;;;
991028;0000;58,0833;;;
991029;0000;88,7083;;;
991030;0000;71,125;;;
991031;0000;19,375;;;
991101;0000;22,8333;;;
991102;0000;48,6666;;;
991103;0000;41,6666;;;
991104;0000;58,8695;;;
991105;0000;57,75;;;
991106;0000;37,125;;;
991107;0000;31,25;;;
991108;0000;60,7083;;;
991109;0000;73,0833;;;
991110;0000;70,7916;;;
991111;0000;70,75;;;
991112;0000;58,9166;;;
991113;0000;70,0416;;;
991114;0000;38,5416;;;
991115;0000;40,7916;;;
991116;0000;50,875;;;
991117;0000;40,75;;;
991118;0000;46,9583;;;
991119;0000;56,9166;;;
991120;0000;74,625;;;
991121;0000;29,625;;;
991122;0000;53,7727;;;
991123;0000;63,7083;;;
991124;0000;48,625;;;
991125;0000;60,4583;;;
991126;0000;69,25;;;
991127;0000;52,1666;;;
991128;0000;50,5416;;;
991129;0000;47,7826;;;
991130;0000;50,2916;;;
991201;0000;31,3333;;;
991202;0000;52,9523;;;
991203;0000;66,0833;;;
991204;0000;43,4166;;;
991205;0000;38,5833;;;
991206;0000;48,7916;;;
991207;0000;57,3333;;;
991208;0000;58,75;;;
991209;0000;67,625;;;
991210;0000;76,5416;;;
991211;0000;78,4583;;;
991212;0000;94,7083;;;
991213;0000;60,1666;;;
991214;0000;77,25;;;
991215;0000;87,5;;;
991216;0000;67,5;;;
991217;0000;49,625;;;
991218;0000;31,4583;;;
991219;0000;45,1666;;;
991220;0000;54;;;
991221;0000;57,0952;;;
991222;0000;85,6666;;;
991223;0000;65,125;;;
991224;0000;68,0869;;;
991225;0000;53,875;;;
991226;0000;56,75;;;
991227;0000;90,3333;;;
991228;0000;60,3333;;;
991229;0000;59,7083;;;
991230;0000;67,2083;;;
991231;0000;70,9166;;;
000101;0000;50,1666;;;
000102;0000;48,7916;;;
000103;0000;72;;;
000104;0000;74,1666;;;
000105;0000;64,375;;;
000106;0000;62,2916;;;
000107;0000;69,0416;;;
000108;0000;48,75;;;
000109;0000;53,6666;;;
000110;0000;72,25;;;
000111;0000;102,292;;;
000112;0000;81,4583;;;
000113;0000;63,7083;;;
000114;0000;61,0454;;;
000115;0000;35,8333;;;
000116;0000;84,625;;;
000117;0000;70,7916;;;
000118;0000;86,75;;;
000119;0000;77,4781;;;
000120;0000;86,625;;;
000121;0000;73,25;;;
000122;0000;82,6666;;;
000123;0000;60,0416;;;
000124;0000;103,375;;;
000125;0000;85,7916;;;
000126;0000;100,208;;;
000127;0000;101;;;
000128;0000;85,8333;;;
000129;0000;44;;;
000130;0000;42,625;;;
000131;0000;55,125;;;
000201;0000;49,8333;;;
000202;0000;46,25;;;
000203;0000;63,9565;;;
000204;0000;83,4166;;;
000205;0000;37,625;;;
000206;0000;48,7083;;;
000207;0000;58,9583;;;
000208;0000;63,3333;;;
000209;0000;65,1666;;;
